GeneID	Length	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO1_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO3_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO4_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO5_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO7_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO8_1.fq.gz.subread.BAM
5920	765	610	584	721	480	383	384
54979	742	1	11	21	0	2	1
11145	1427	38	107	74	117	69	73
25923	2256	820	795	1058	1420	622	631
10313	4976	2865	3615	2696	3648	2847	2508
65998	5582	90	104	108	107	93	69
144097	1961	46	78	87	71	66	53
2011	5179	837	1330	1081	1061	1198	1069
283248	2604	17	15	7	10	17	8
79829	3348	218	292	344	330	364	269
1351	507	1014	1013	787	985	700	622
55611	2502	495	484	396	520	413	320
28992	1257	16	11	14	11	13	18
23769	3247	1	7	6	2	2	7
10963	2201	658	561	822	789	617	479
83706	2552	3327	4417	2071	5452	3509	1809
83707	1062	88	129	115	105	103	82
84304	1118	237	264	257	273	217	178
3338	1285	147	251	165	216	240	146
7423	1118	79	110	99	110	108	146
2286	935	95	92	88	119	70	56
26472	987	76	66	94	104	62	64
100507590	376	5	1	3	6	3	3
5331	5728	282	398	317	363	246	217
572	1224	93	130	110	126	85	71
56834	2667	93	137	87	111	119	71
50801	1810	1	3	1	2	1	1
25858	744	9	7	5	2	5	4
2101	2221	411	510	372	503	370	240
51504	583	639	733	619	850	460	484
25824	884	661	674	530	771	1003	304
283234	4920	972	1054	1163	1295	1309	979
8986	3137	903	1170	834	1042	646	475
100302280	102	0	0	0	0	0	0
55867	2512	0	0	0	0	0	0
116085	3206	1	0	0	0	0	1
9379	7400	3	9	3	1	4	1
10235	2582	1397	1402	1215	1774	1650	1872
5837	3616	70	100	84	90	134	142
7536	4227	2428	3304	2975	2978	2776	4101
5871	2955	541	913	440	948	693	693
4221	3646	246	349	286	317	279	272
55561	4940	24	34	27	32	31	73
10938	3457	1273	1569	1314	1788	1941	1223
406967	110	0	0	0	0	0	0
406970	85	0	0	0	0	0	0
23130	6373	476	647	783	565	830	1000
5526	2750	227	382	287	291	794	173
170589	747	3	11	7	6	12	4
283129	843	2	3	4	0	5	3
100507609	487	1	0	0	0	0	0
116071	2140	196	143	50	66	58	30
402	978	152	186	110	188	143	108
29907	1909	216	305	217	292	331	195
29901	1567	31	25	19	19	27	28
10004	2687	70	102	53	123	76	68
113130	2576	10	45	29	17	13	8
7542	1386	138	156	105	126	99	126
100130348	402	5	7	3	6	10	11
738	2510	728	745	752	904	828	754
7108	1586	74	90	87	87	185	83
741	1296	44	54	35	54	39	44
2197	575	1640	1579	1547	2138	1515	1453
740	2089	327	385	339	407	347	273
84447	3051	261	590	441	357	510	383
387778	882	10	14	1	15	63	8
728975	1806	400	949	153	683	699	260
823	3007	1556	2157	1113	2369	1798	918
440044	2892	2	10	6	6	9	9
23649	2477	218	269	320	269	255	207
10435	1981	232	224	399	207	412	262
5977	2409	511	655	568	610	594	513
220359	1968	27	22	35	41	38	58
283130	2286	196	196	180	257	251	272
83786	3752	433	605	541	718	587	516
283131	3735	8842	12903	10688	9699	11148	11820
693197	100	187	271	242	192	238	214
100507645	748	0	2	3	1	0	2
378938	8708	193895	165855	218513	168666	140666	305484
57410	2649	562	602	483	634	638	419
4054	4702	141	163	79	158	170	299
10534	654	65	90	93	90	65	66
23625	1458	332	431	305	409	363	265
254102	5180	2331	2294	1961	2414	2191	1438
10089	1563	35	34	34	24	28	50
4296	3573	1017	1252	859	1055	1074	940
399909	6566	578	848	880	748	827	722
6494	3706	1170	1558	1730	1410	1668	1267
5970	2578	581	831	864	800	654	755
10524	2314	399	463	420	462	348	359
84153	2785	295	347	263	391	326	262
91056	4450	1742	1784	1372	1687	2045	1608
5017	2993	0	1	0	0	0	0
100507675	685	0	0	1	0	0	0
254122	1705	142	146	122	165	128	143
1072	1260	6638	7433	5313	7277	6433	4545
80198	2400	381	456	397	560	413	412
30008	2003	71	82	71	120	74	68
1521	1296	654	1123	1737	1325	951	703
9158	1450	431	476	416	534	393	271
11007	1232	69	76	63	112	71	61
8061	1668	18	30	34	27	21	42
83638	1560	126	191	109	184	176	129
10589	1005	498	509	429	470	427	306
254187	1726	1	2	4	4	3	3
9092	3601	252	312	295	301	213	258
84285	2836	443	468	473	500	462	426
8815	1152	105	86	86	89	74	63
1474	609	1	1	1	2	2	1
117144	2619	98	132	85	152	92	57
89792	3320	1	0	0	0	0	0
10992	2894	1392	1742	1733	1864	1404	1274
55690	4488	621	1257	1017	1072	1166	1391
64837	3269	55	71	66	55	79	84
81876	1955	1424	1847	990	2113	1579	900
254263	1330	5	7	2	9	4	9
10897	1121	147	178	154	168	161	131
256472	2530	0	0	0	0	1	1
57124	2558	24	12	3	9	23	16
9610	2684	108	164	111	115	80	101
25855	1437	443	454	380	455	339	325
11041	2070	48	48	42	59	37	34
3177	2515	42	43	51	61	62	116
100505504	948	1	0	0	1	2	0
266743	3302	1	1	0	0	1	1
65003	1686	185	218	190	264	170	124
100505524	348	0	0	0	0	0	1
246330	2744	146	177	170	177	122	143
100505554	943	25	23	27	27	24	27
10072	2687	287	322	314	295	209	191
582	3370	124	172	133	177	131	162
254359	1317	54	52	66	66	50	51
89	2857	0	2	7	6	4	4
8722	2014	50	71	72	66	77	92
55231	2915	1	1	1	1	4	4
9973	1032	176	218	142	236	250	141
10432	5415	1039	1453	1362	1183	1493	1659
100505578	1613	103	109	111	126	120	134
5936	1644	1162	1170	1203	1325	1002	1293
83759	1723	242	238	273	253	214	266
6712	7867	4	10	15	7	7	8
79703	2323	105	116	167	149	132	190
9986	1471	218	199	239	266	215	267
5091	4241	57	56	40	77	40	37
78999	2528	46	45	51	89	32	37
100423029	73	0	0	0	0	0	0
254439	1185	0	0	0	0	0	0
91683	3718	0	0	0	0	0	0
29984	1133	0	0	0	0	1	1
22992	7380	3420	3999	3762	4127	3656	3890
100505593	1308	118	71	130	87	83	90
156	3444	3285	3834	3582	3879	3775	3013
338692	2277	980	1111	1082	1330	1238	934
54961	2878	132	139	103	165	168	116
100130987	850	1	2	1	5	6	8
57804	953	556	631	498	610	608	442
23529	1973	20	47	78	38	40	39
5883	2122	89	158	153	133	152	129
5499	1503	1640	1863	1659	1927	1485	1072
374403	1705	883	891	1049	1337	1267	1204
57571	3969	50	91	76	105	113	146
6199	1770	447	487	473	586	582	468
5790	907	605	766	763	709	943	680
57175	1950	509	706	510	603	425	474
390212	1429	5	2	7	0	2	15
57010	4020	20	29	35	5	11	24
80194	922	39	65	36	49	49	60
9049	1233	469	502	465	575	337	380
9600	4226	766	927	888	907	805	773
10263	1378	190	256	257	294	247	165
51475	957	0	0	0	0	0	0
2950	958	989	1089	993	1088	830	578
100505621	2431	1	0	1	0	0	1
4723	1631	559	533	685	732	569	576
390213	434	16	11	14	9	13	12
254552	809	3	3	5	2	3	5
347853	1548	0	2	0	0	0	4
91703	1300	7	5	6	13	5	3
222	2689	0	1	0	0	0	0
645332	1859	8	10	6	5	7	15
81622	2315	1028	1276	916	1077	913	562
221	2930	523	805	557	696	542	451
4728	804	152	158	153	231	120	118
10312	3020	2470	3057	2177	3007	2822	1988
1119	2717	273	268	296	350	250	218
51111	5825	1111	1016	1149	1282	792	1060
53838	2102	92	144	103	117	108	97
4041	5128	13	24	16	13	7	20
55291	5229	3064	2788	3203	3113	2307	3037
51083	778	0	0	0	0	0	0
9633	5103	31	40	29	47	50	44
1374	5485	1105	2701	1551	2261	1058	1034
219927	709	149	115	106	168	98	91
3508	3954	183	301	283	238	273	248
116512	966	2	1	0	4	2	2
116535	2284	1	1	1	1	0	0
219931	5026	587	917	635	629	683	594
100422846	83	3	2	3	1	1	3
26579	2287	66	48	20	53	22	41
100505834	2395	0	0	0	0	0	0
595	4289	18	14	17	18	18	14
220064	2528	245	212	237	246	185	210
9965	2137	0	0	0	0	0	0
2249	1220	0	0	0	0	0	0
2248	1548	0	0	0	0	0	0
100127946	759	0	0	0	0	0	0
100009613	1006	0	0	0	0	0	0
55107	5068	0	0	0	0	0	0
8772	1853	173	203	170	276	158	131
8500	5410	1051	1011	1095	1182	817	872
100313770	116	3	3	3	3	1	2
2017	3281	1023	1602	359	3351	938	550
22941	10635	6	2	0	2	0	4
220070	1683	0	0	0	0	0	0
1717	2665	53	40	72	53	64	45
55191	2433	913	1004	918	1038	766	703
440050	898	0	1	0	0	0	1
57830	1183	1	1	0	0	1	1
3846	1188	1	1	1	2	0	1
387273	1058	0	0	0	0	1	0
440051	1021	0	0	0	0	0	0
55199	2192	16	23	32	25	45	39
100131539	909	4	6	5	3	7	7
245911	222	1	1	3	3	1	2
100133315	1245	49	75	67	86	69	89
100129216	213	17	9	5	9	9	24
55298	2744	239	299	263	267	253	205
10068	2282	182	207	243	258	210	272
4926	7182	2342	2963	2638	3168	2459	2692
100422953	75	0	0	1	5	3	3
220074	5522	184	244	171	274	219	167
55004	1179	1109	1462	771	1703	895	662
25906	882	59	65	52	83	44	60
2352	845	31	44	58	83	176	53
2348	1250	1	2	2	2	5	1
2350	1131	46	30	43	58	34	27
3636	4718	1833	2593	1906	2077	2006	1300
401	1699	1	7	4	2	2	4
81570	3116	481	573	547	515	434	341
5138	4692	37	59	46	82	74	44
406931	68	0	0	0	0	0	0
116985	5646	2941	4516	3622	4053	4166	3250
100506020	2335	174	272	229	203	263	233
10809	1988	88	79	51	88	65	51
89849	2145	1562	2147	1559	2185	2623	1735
9873	4490	1240	1746	1541	1533	1395	1503
100506045	677	34	25	36	13	17	35
5029	2860	193	105	253	178	136	95
5031	2873	31	6	16	28	4	31
100287837	1695	3	7	1	3	1	2
9828	7813	36	28	5	30	13	43
84957	3643	1250	1445	1099	1235	1161	1182
23201	1767	434	578	409	445	426	392
58473	2892	152	118	100	179	173	264
5870	3514	2056	1813	1853	2582	1670	1341
51642	980	170	140	161	183	112	113
51287	817	216	204	199	293	155	155
80227	1585	91	116	107	139	79	119
374407	1875	58	87	59	63	69	132
7351	1646	741	2371	1268	998	1818	1267
7352	3485	39	53	67	63	54	78
26005	6282	501	648	815	664	627	819
51400	2453	233	274	226	231	433	215
283208	2269	1	0	0	0	1	0
283209	8501	312	316	258	379	741	369
10008	3070	2072	2205	1437	2994	1419	1291
387787	960	24	15	18	41	14	42
100287896	2128	43	16	22	36	22	34
10714	3430	641	686	663	607	474	522
25884	1678	0	0	3	0	2	0
254225	7823	2247	2566	2903	2470	2018	2484
143570	5001	405	727	928	381	648	778
9789	2708	176	170	227	117	119	166
10825	2748	366	439	444	444	315	376
341152	963	1	0	0	0	0	1
11309	4442	13	1	2	2	3	1
100507050	1737	0	1	0	0	0	0
408	2204	1134	1615	1219	1434	1077	940
442900	95	9	14	10	4	11	8
6188	841	5772	3915	3877	6102	3974	3943
6079	148	39	34	42	43	31	46
114599	146	76	105	84	89	59	81
283212	1938	7	7	13	12	10	16
81544	3174	264	291	329	251	291	284
871	2204	45	46	58	66	52	36
4135	5596	1	12	2	1	0	0
80168	1005	0	0	0	0	1	0
84649	2452	535	403	206	640	630	372
100506113	818	3	5	9	7	10	5
7405	5166	1151	1263	1307	1280	889	989
7481	1927	6	4	7	20	1	6
5612	3190	1361	1078	1300	1449	901	1214
100506127	1764	27	33	39	50	44	63
56946	5511	784	943	1006	901	880	962
2615	4446	31	112	85	140	44	48
390226	2799	0	2	9	3	2	2
25987	2710	0	0	0	0	1	0
55331	4387	1082	837	733	979	508	561
192134	2513	1	0	0	2	0	0
726	4393	27	47	21	28	50	24
4975	492	1	1	0	0	0	0
4647	7746	76	105	117	118	159	50
220032	2533	6	3	2	2	1	0
5058	3479	3055	2673	2533	2728	2037	1735
282679	2153	63	39	77	42	58	81
1207	1373	1319	1213	1203	1521	927	924
51773	5134	960	1018	1299	1221	931	1124
28971	504	40	28	44	34	37	53
92105	3149	697	755	735	796	575	654
65987	1671	2	4	1	2	0	5
7069	1174	2	8	4	9	2	4
4718	2472	303	215	228	291	188	243
79053	1743	390	327	383	407	291	324
100289388	2196	7	5	2	3	7	3
283219	3378	131	157	90	136	157	77
57558	4311	229	252	244	219	222	236
9846	6236	2671	2610	2164	2739	2381	2011
100506220	575	27	7	11	14	6	26
79731	2510	216	221	194	229	169	226
26011	13548	48	13	1	22	0	24
100126333	88	2	0	1	1	0	0
100422823	96	0	0	0	0	0	0
220382	1861	1	1	0	0	3	0
5547	2206	2416	2312	1804	2675	1435	1347
220042	3565	141	211	150	200	127	116
27314	1602	154	158	190	186	161	166
100379250	135	1	2	5	1	1	4
100506233	951	109	87	90	95	77	119
100506259	734	62	33	41	73	41	82
51585	5913	3787	3406	3843	4229	2849	3928
100506282	1168	43	40	42	57	56	50
338699	2562	131	122	100	133	115	74
60492	1574	368	261	340	357	210	215
1740	8835	19	18	12	15	17	35
55863	1336	340	197	245	291	167	234
84233	818	248	153	195	259	108	186
58487	7575	1457	1104	1333	1577	1087	1680
220388	2428	5	6	12	4	3	18
54843	7576	413	564	2144	781	786	1108
100506308	2387	4	0	6	3	9	3
220047	2345	9	2	4	0	1	4
8301	3873	10656	7914	8130	8782	6657	7157
8726	2404	371	332	410	426	263	336
51501	1347	198	220	224	237	151	162
60494	2781	12	12	11	15	11	19
10873	2579	21	20	42	34	16	21
11098	3806	41	197	447	369	200	189
100506355	5323	1	18	46	24	17	39
8322	7383	2	21	36	21	13	25
100506368	1212	0	0	0	0	1	0
65084	9080	574	527	705	558	299	466
23682	1408	28	27	31	20	29	15
100423040	92	1	0	0	0	0	0
1075	7623	3110	2801	2835	3434	2018	1877
2915	8023	0	0	0	0	0	1
7299	2065	0	0	0	0	0	0
50507	4677	0	0	0	0	0	0
219595	1974	0	0	0	0	0	0
390231	1353	0	0	0	0	0	0
57093	2163	0	0	0	0	0	0
642414	1356	0	0	0	0	0	0
642446	1533	31	0	1	0	0	4
399939	1474	1	0	0	0	0	0
729384	1651	1	0	0	0	0	0
120146	1533	2	0	0	0	0	0
399940	1620	11	1	1	3	1	7
642569	1730	0	0	0	0	0	0
642612	2137	1	0	0	0	0	0
642623	1182	0	0	0	0	0	0
10003	3196	53	19	52	47	37	59
26973	3385	493	261	514	504	277	435
100302228	82	0	0	0	2	0	0
120114	19048	0	1	1	0	0	0
4544	1662	0	1	1	0	0	0
120103	2465	304	286	325	199	213	256
159989	2666	13	11	9	3	4	6
56935	976	398	457	214	262	220	140
85459	8044	993	905	992	1035	973	978
619383	353	1123	1018	1263	1227	819	1246
100506644	1063	2	0	0	2	0	3
684959	134	313	156	224	218	94	102
692063	121	335	53	120	86	35	103
692075	71	8	12	7	17	8	10
677792	130	15	11	14	18	10	22
654320	139	77	53	46	72	61	83
692072	73	18	11	15	17	7	19
677805	132	34	35	22	35	22	28
100302240	91	4	4	2	7	3	5
677822	127	54	27	30	50	27	36
79101	1312	325	172	287	279	172	314
28970	2390	376	331	274	484	284	320
9440	3497	592	523	596	707	530	571
387804	603	1	2	1	0	2	1
341208	5951	5	33	8	25	1	17
24145	2769	678	829	558	1100	448	476
390243	732	0	0	0	0	0	0
10888	4282	2	2	7	3	6	8
4361	5248	1009	941	1397	977	771	1033
100302275	86	4	10	8	5	8	3
54851	1905	450	332	396	547	322	476
643037	604	0	0	0	0	0	0
2526	6048	654	812	738	720	415	417
143689	3199	140	179	157	142	108	106
154810	8999	141	123	96	123	110	84
51503	1575	379	264	298	369	222	249
55693	2974	3	3	3	7	9	3
390245	2339	0	0	2	1	1	1
10929	4333	752	713	620	900	1139	709
23052	4693	1909	1957	842	4036	2798	908
143686	1987	1188	891	584	1131	2979	1338
100129203	1348	39	23	27	37	24	38
143684	3951	544	540	653	717	452	590
9702	3158	915	704	926	970	692	839
8898	4862	420	453	473	559	311	393
84441	5428	1219	1230	741	910	830	1449
100131541	1133	183	119	99	106	91	272
100422991	89	0	0	0	0	0	0
79780	2730	481	254	431	328	254	463
8690	3570	141	182	178	199	112	156
53942	4164	0	0	0	0	0	0
143872	4752	20	20	39	10	23	16
83935	1856	6	9	19	1	8	8
5241	13037	0	0	0	0	0	0
7225	4612	69	113	30	123	77	42
253935	2368	0	1	1	1	0	1
57562	7043	37	50	81	54	47	68
85016	2264	0	0	0	0	0	0
10413	5692	1	0	0	3	0	0
330	5229	2616	1829	1815	2948	1936	2127
329	3743	2297	1813	2053	2429	3420	1643
114908	3590	5591	3276	3858	5376	2751	4335
727869	722	0	2	0	2	1	1
4316	1119	0	0	0	0	0	0
9313	1956	0	0	0	0	0	0
64066	1647	0	0	0	1	1	0
4317	3056	675	261	74	212	336	7
4319	1759	0	0	0	0	0	0
100288077	2642	0	0	0	0	0	0
4312	2055	14	24	1	34	2	8
4314	1828	0	0	0	0	0	0
4321	1876	0	0	0	0	0	0
4322	2719	0	0	0	0	0	0
84259	12732	331	250	323	300	203	375
79659	13699	242	233	418	412	160	301
80310	3993	56	88	206	121	97	139
414301	2615	8	33	43	24	11	47
100506742	1565	3	1	0	0	1	1
643733	619	49	54	66	78	45	29
837	1418	3386	2519	2169	3071	1890	1217
838	1488	157	104	53	124	76	33
834	1357	4148	3689	3156	4072	2076	1705
114769	758	1399	1196	1008	1058	583	517
440068	466	33	22	49	19	10	13
59082	660	0	1	0	0	0	0
2893	7590	2	6	1	5	5	13
84437	4087	416	276	343	419	251	290
143879	4231	58	28	47	56	28	65
60496	2861	521	395	449	600	378	453
2977	2954	1	0	0	2	2	0
143884	3280	781	624	821	823	636	873
91801	4067	283	274	297	320	177	306
55531	2991	0	0	0	0	0	0
643923	972	0	0	0	0	0	0
6588	730	0	0	0	0	0	0
54733	3170	84	83	105	85	81	60
54734	1782	137	131	121	103	72	42
8065	6387	1088	784	1030	1011	615	976
38	2138	356	238	342	347	247	312
4863	5938	1849	1335	1689	1799	1353	2117
472	13147	15668	9725	16011	15864	11064	19332
160140	1033	9	7	4	13	3	9
143888	4311	133	112	232	239	106	166
23086	10618	73	71	41	81	36	125
1662	3193	386	313	487	426	283	376
100049615	375	0	0	0	0	0	1
399947	5937	0	2	1	0	0	1
85463	8807	235	298	218	385	180	172
5962	4490	628	517	513	637	365	434
2230	3219	219	177	201	168	125	157
57569	6189	6	9	10	9	5	11
341032	1052	1	3	2	0	0	1
399948	5499	8	33	2	5	4	10
120376	1414	1	13	4	1	2	1
5450	3032	90	250	146	61	183	94
644277	1992	0	0	0	0	0	0
100506852	1091	0	0	0	0	0	0
54766	999	0	0	0	0	0	0
407041	84	0	0	0	0	0	0
407042	77	0	0	0	0	0	0
399949	795	0	0	0	0	0	0
143903	2066	14	2	6	5	3	4
23235	5681	482	559	672	607	545	616
5519	5877	668	777	798	831	776	870
79796	6666	267	247	314	346	258	368
91893	3038	106	94	100	115	79	94
64776	984	52	40	39	69	36	50
1410	691	0	0	0	1	0	1
3316	841	1	0	0	1	0	0
91894	1140	1	0	0	0	0	1
85458	6383	23	11	11	29	21	24
1737	4346	411	327	411	468	288	355
120379	1456	2	1	3	1	0	0
55216	3741	500	494	494	629	342	456
26521	1155	107	129	128	172	84	82
6392	1365	1021	714	714	973	562	589
3606	1145	118	44	71	92	33	66
56158	1144	4	3	5	3	2	6
83875	3005	30	42	36	21	39	34
5805	935	165	111	210	126	98	183
349633	1541	11	13	9	11	17	19
100506870	1792	11	16	16	15	12	30
4684	8423	70	334	287	241	233	165
100506886	813	2	2	3	1	2	3
100288346	713	1	1	1	0	2	0
54970	2315	138	187	99	203	82	310
255239	2543	5	4	0	3	8	2
1813	2699	0	0	0	1	0	0
100422855	66	0	0	0	0	0	0
80975	2210	14	8	12	6	9	10
9183	2884	372	346	438	486	290	309
644672	690	1	0	1	0	0	0
57646	4632	672	1020	2131	1029	993	822
9177	1817	0	1	2	1	1	1
3359	2411	1	2	3	3	2	2
7704	2426	32	183	150	123	119	79
4837	1578	0	5	0	0	0	0
100506941	477	0	0	0	0	0	0
54494	647	35	48	38	52	49	32
10179	1917	275	216	296	310	153	221
25996	1161	271	211	174	299	399	226
120400	1888	4	1	3	3	4	0
54827	2163	1	0	1	1	1	4
120406	1778	0	0	0	0	0	0
23705	4307	35	63	201	85	27	43
100506958	529	3	2	15	3	3	10
283143	2245	6	7	4	12	2	0
84811	2206	395	497	360	427	343	318
8882	1778	528	536	541	689	438	439
116519	1932	0	0	1	1	1	2
337	1460	0	0	0	0	0	0
345	533	0	0	0	0	0	0
335	897	2	3	1	0	0	2
23387	6069	1501	2625	2135	1612	2120	1713
5049	6305	2008	1467	1537	1806	1138	1280
100506982	1141	122	83	90	106	109	135
51092	3919	1451	1662	2045	1588	753	1004
6876	1557	158	81	175	126	59	100
9159	3484	752	996	1130	1005	852	1033
257160	2734	263	276	242	285	237	244
23621	5835	243	640	415	490	361	439
22897	5628	481	595	673	612	519	595
100129201	282	2	1	0	0	2	3
57453	6899	2	2	5	0	3	2
100507028	2874	5	7	19	2	3	6
486	2832	7	16	2	4	9	5
53826	2359	134	179	173	130	129	98
84000	3391	29	59	46	49	42	48
3587	3786	7490	9630	11334	10337	8479	7024
56649	3535	0	2	0	2	0	0
6330	4819	3	2	2	2	3	8
6327	4922	1	0	0	0	1	0
120425	2412	6801	6408	4955	8973	5096	4599
196264	983	274	173	172	328	232	227
10205	3188	164	100	169	145	40	64
916	1513	773	974	1145	1167	992	1470
915	741	1045	707	1122	1061	810	902
917	1311	750	430	1012	705	575	782
9354	6122	2495	2686	2712	2975	2056	2530
10632	1391	1807	1631	1283	1793	1362	1031
84796	2066	3	1	2	0	3	8
4297	14982	3256	5470	5305	4954	4233	5435
143941	679	12	24	16	8	18	27
84866	3010	56	42	22	69	55	95
56912	1875	61	86	83	110	74	113
372	4016	2680	2478	2648	2922	2120	1908
23187	5804	1	8	2	9	2	6
11181	1853	0	0	0	0	0	0
1656	6227	5244	6396	6934	7489	5480	6915
643	3032	108	144	81	55	265	164
283149	7740	273	732	786	599	683	1035
7379	934	1	1	1	0	2	0
283150	1153	2	0	1	0	0	7
338657	1202	244	192	307	290	217	321
649946	641	117	100	162	128	125	148
6230	492	2894	2014	2474	3148	1910	2337
51399	1200	300	258	266	385	259	255
2542	2777	98	135	125	136	108	132
10525	4611	813	1049	1297	1053	785	629
55823	3222	700	827	718	890	908	618
3145	1601	33	54	43	48	82	32
3014	1594	44	49	62	51	59	32
1798	2142	307	402	364	414	298	241
9854	3344	431	593	396	432	456	324
25988	2300	286	318	286	324	241	245
64137	3936	0	0	1	0	1	1
79671	3744	194	306	212	288	230	208
79849	2363	3	12	8	10	10	12
283152	767	18	12	14	14	19	22
867	11227	4936	5158	4811	6284	4739	5227
4162	3332	37	50	46	42	25	53
79102	2786	66	194	146	164	168	141
83552	3917	0	0	0	0	0	0
114902	3917	0	0	0	0	0	0
9099	4067	1	1	1	1	0	0
100499227	1156	0	1	0	1	0	0
7070	2397	0	0	0	0	0	0
5818	6114	76	171	137	155	127	122
100507077	480	0	0	0	1	0	0
23650	3019	0	0	0	0	0	0
729173	2081	0	0	0	0	0	0
220323	1862	198	147	200	181	162	110
25833	2965	8	0	4	0	0	0
219902	886	3	0	0	2	2	1
23365	9501	2334	3428	1136	3988	8544	1097
2900	2871	3	35	7	3	11	1
219899	4041	601	696	583	662	1711	457
7007	6468	20	29	23	24	47	24
6309	7157	354	251	323	406	204	391
6653	10924	21125	16533	17202	27795	24337	23887
100507165	659	0	0	0	0	0	0
100507145	2094	0	0	0	0	0	0
399959	3082	1	0	0	0	0	0
406911	88	0	0	0	0	0	0
414899	862	0	1	0	0	0	0
406882	72	0	0	0	0	0	0
406892	80	0	0	0	0	0	0
84959	6903	1275	689	649	1066	523	737
56253	2422	153	86	170	155	107	114
79864	3615	34	24	54	31	18	41
390259	702	0	0	0	0	0	0
341056	2046	0	1	4	1	2	2
3312	2261	16243	11097	17044	20216	10635	9814
85391	80	11	10	8	21	18	16
85390	87	29	18	31	54	37	36
85389	88	13	17	8	24	9	15
79827	2643	38	29	29	39	33	66
100507215	397	0	0	0	0	0	0
100128242	1094	42	41	33	29	29	24
57476	2761	174	192	256	179	172	149
55800	6066	17	16	27	18	5	23
7753	4055	166	161	182	259	142	195
390260	939	0	0	0	0	0	0
390261	942	0	0	0	0	0	0
338661	1098	0	0	0	0	0	0
338662	945	0	1	0	0	0	0
219875	957	0	0	0	0	0	0
219874	972	0	0	0	0	0	0
219873	996	0	0	0	0	0	0
390264	936	0	0	0	0	0	0
219870	936	0	0	0	0	0	0
219869	936	0	0	0	0	0	0
390265	936	0	0	0	0	0	0
4013	4057	211	337	216	480	146	131
26492	915	0	0	0	0	1	0
26494	865	0	0	0	0	0	0
219865	1041	0	0	0	0	0	0
283159	927	0	0	0	0	0	0
283160	936	0	0	0	0	0	0
26595	942	0	0	0	0	0	0
390271	942	0	0	0	0	0	0
283162	930	0	0	0	0	0	0
26493	936	0	0	0	0	0	0
219858	933	0	1	0	0	0	0
390275	981	0	0	0	0	0	0
116337	1600	0	2	0	0	1	0
84897	5162	1279	1488	1414	1518	1173	1303
54414	2839	365	417	115	481	300	152
53340	940	15	25	17	24	7	16
4900	1218	1361	2744	563	2993	2094	793
23584	1121	125	217	93	299	202	127
90952	1869	365	679	157	741	424	182
79684	2225	155	165	175	191	138	179
100130428	830	15	11	14	14	12	29
100507283	3290	34	19	21	33	20	40
64221	4554	51	38	47	101	67	78
54538	3837	4	1	1	3	4	5
220296	3546	0	1	0	0	0	1
641654	1428	0	0	0	0	0	0
80071	3893	104	77	97	121	187	91
219855	4196	1158	1446	1195	1411	1152	866
219854	2104	306	320	267	400	201	228
63876	3730	0	0	0	1	0	0
9638	2941	6	17	24	21	13	2
403312	591	0	0	4	0	0	0
9538	2261	502	548	502	563	421	430
3703	2803	1412	1444	1638	1706	1113	1040
1111	3235	64	73	96	53	58	66
56	1324	1	1	1	0	2	1
160065	1508	0	0	2	0	0	0
399967	1640	1	1	0	1	0	0
100169851	1336	0	0	1	0	0	0
399968	1986	0	2	4	1	2	1
219844	2518	69	94	90	107	79	85
83480	1844	145	161	158	186	148	128
29118	1822	1	0	1	1	1	1
338667	2580	0	0	0	0	0	1
50937	8047	25	12	11	26	7	43
84881	2512	196	203	211	339	175	228
79607	2090	343	433	310	581	209	199
6734	3092	975	1569	1506	1455	1096	1233
55572	1951	128	185	132	178	120	146
114609	2485	190	225	206	180	212	196
28960	1479	168	195	261	205	137	125
100507348	327	1	5	4	3	4	6
399972	753	49	27	33	69	48	25
6484	1743	156	140	138	220	219	127
84623	4254	28	7	35	20	44	31
100422918	85	0	0	0	0	0	0
2113	5541	11199	8367	12445	12524	7611	14643
100507392	1298	146	222	142	166	175	140
2313	4286	3758	3932	3803	4629	3304	3223
3758	2836	89	69	142	20	34	143
3762	2912	0	1	1	0	0	0
219833	3624	14	16	17	33	13	18
63970	2659	0	1	0	0	1	0
9743	10446	255	479	292	595	334	302
8538	1767	0	0	0	2	0	0
120224	2207	66	40	34	71	55	134
4798	5226	682	797	665	783	644	825
56980	6574	328	347	343	379	269	289
440072	2863	39	42	39	35	29	57
334	3812	10990	12244	8075	10214	6141	6540
6768	3300	307	504	365	359	280	219
29068	9342	1882	2144	2736	2497	2280	2198
11095	3663	3	3	7	2	4	4
170689	5676	0	0	0	0	1	0
283171	3545	0	0	0	0	0	0
100507431	1450	5	9	4	4	4	9
399979	6078	1790	2162	1457	2101	1696	1819
50863	4188	0	0	1	0	1	2
100507450	423	0	0	0	0	0	0
4978	6545	0	0	0	0	0	0
100128095	1050	0	0	0	0	0	0
219938	866	0	0	0	0	0	0
283174	5306	56	84	40	108	20	171
646543	904	19	26	11	25	8	51
22997	7309	56	68	27	86	27	126
